sub_id,company_id,plan_tier,mrr_amount,status,cancellation_date
SUB-E46E96,D15B9E32,Pro,489.79755947817193,Active,
SUB-A0783A,8F34CE66,Pro,519.565808643952,Active,
SUB-6D3F7F,44185635,Pro,,Active,
SUB-C597F7,4F80A53A,Basic,224.4038418472967,Active,
SUB-13C485,047F5C70,Pro,487.6165708061561,Active,
SUB-3FC0F0,A9B32944,pro ,521.0823968452913,Active,
SUB-E3C9EF,868DC743,Pro,449.7258284354306,Active,
SUB-C4BA17,58259F7B,  Basic ,234.3637569548522,Active,
SUB-B9663F,BFBBBA3B,  Basic ,197.47630627729453,Active,
SUB-01B2BA,E4452021,Basic,202.0741128835688,Active,
SUB-D174DC,45979C77,Enterprise,1469.6640666092158,Active,
SUB-C37B80,28009D35,Enterprise,1440.508674073126,Active,
SUB-2B5EA0,DACAC2A4,Pro,520.6155160685314,Active,
SUB-4F4CB1,E3B1C27A,Basic,220.73904392004636,Active,
SUB-52CD5B,C5AF4D6F,Pro,487.16691876380145,Active,
SUB-D62260,4E9E4093,Basic,186.06881942247628,Churned,2024/07/31
SUB-E6FCA9,F9AFCBA0,Basic,210.05666151809663,Active,
SUB-79D38A,3D5F14BD,Enterprise,1438.7088005518538,Active,
SUB-72E7C9,4703BFEF,pro ,495.20443631537137,Active,
SUB-967464,01F1C2A6,Basic,185.62366208195655,Active,
SUB-3BAFC9,95C88300,Enterprise,1460.8801092337974,Active,
SUB-70F068,83B20836,Pro,571.3134899013562,Churned,2023/09/14
SUB-629779,9845961E,  Basic ,218.17491514916654,Active,
SUB-A3E553,27173B28,Pro,478.7436731765028,Active,
SUB-021A46,91D2FA91,Pro,476.8900148576561,Churned,2024/04/17
SUB-43966C,7BDAE314,  Basic ,205.41160785050832,Active,
SUB-43980B,8A31D9F1,Basic,196.59959744599993,Active,
SUB-2302E8,6DA7E37E,pro ,484.2465852934211,Active,
SUB-394FC6,EB223453,Enterprise,1462.0759520191461,Churned,2022/09/20
SUB-9665A4,636CF03C,Pro,527.2934812816266,Churned,2025/05/29
SUB-A6323F,CBB0BD65,  Basic ,207.3519374563368,Active,
SUB-AB51F6,361805BA,Enterprise,1558.5837692107461,Active,
SUB-554092,53C02CF0,  Basic ,215.56530078513413,Active,
SUB-A89418,0450F599,Basic,206.37807978370282,Active,
SUB-E4FA90,E39C6137,Pro,452.9443599619404,Churned,2025/02/06
SUB-2C0518,F2793877,Pro,504.25395530128577,Active,
SUB-4CE174,605F7274,  Basic ,218.51563609331632,Churned,2024/01/29
SUB-2A7F3F,10E4130D,Basic,216.9365048528036,Active,
SUB-92CB74,129D185A,  Basic ,193.04345151576214,Active,
SUB-EF3901,B85DADEB,Enterprise,1335.8589744997123,Active,
SUB-E1008A,D3F30D7A,Basic,222.93638125640194,Active,
SUB-D27927,398075B4,pro ,580.2722307988429,Active,
SUB-15C7E7,D178590B,  Basic ,226.67019939720083,Active,
SUB-507E84,7C2663D8,  Basic ,189.1327552275031,Active,
SUB-C0725F,B6E9912A,Pro,485.53039297299557,Churned,2022/05/30
SUB-1A7F41,F204F41F,Enterprise,1520.8621277983932,Active,
SUB-3222F2,C91FD76B,  Basic ,235.90478160963502,Active,
SUB-7E4CB3,1DC8EFF4,  Basic ,184.4993727392984,Active,
SUB-2AD445,ADCB0ACA,pro ,458.7806541689097,Active,
SUB-3DF71A,B8CD465A,  Basic ,218.1390030714385,Active,
SUB-1C4F16,EB7A0908,Pro,482.56556010310624,Churned,2023/05/06
SUB-913DA4,2EC4928D,pro ,589.4004344028756,Active,
SUB-6D4527,3D9DC6C5,Enterprise,,Active,
SUB-79308A,365BD7E1,pro ,477.52169402028363,Active,
SUB-246CCB,F891B1D2,Pro,526.9067819376461,Active,
SUB-9A2DCC,1992660B,pro ,576.6985951777714,Active,
SUB-3F9555,2ABFB569,Pro,523.924949954399,Active,
SUB-F14769,9793BB0C,Basic,214.8531544038081,Active,
SUB-0ED352,5E43F266,pro ,520.6989272115546,Active,
SUB-D72F66,81F0B63E,  Basic ,182.61111152227392,Active,
SUB-EE5E40,DDEE88D6,Pro,553.9509898248175,Churned,2022/03/01
SUB-463958,2596E15C,Enterprise,1552.716604577826,Active,
SUB-368D89,2D6661C3,Enterprise,1333.72388273386,Active,
SUB-354CDE,B1EC7ACC,Basic,210.61231273552218,Active,
SUB-3E71C8,BAA18C70,pro ,508.04773633307775,Churned,2024/10/08
SUB-0CC999,90157DDC,Enterprise,1347.400415303639,Churned,2022/03/26
SUB-4D69FC,2EF286DD,Pro,480.50202182572355,Active,
SUB-F01E4E,6DC1F470,Enterprise,1452.0056423421074,Active,
SUB-1D82A6,9EFA939C,  Basic ,219.6628823529713,Churned,2023/02/05
SUB-69D34C,7DEDCD16,Basic,186.10560667159052,Active,
SUB-B5F6F9,C747C0BE,Pro,542.9577902254894,Active,
SUB-9974FC,725CA1B3,  Basic ,197.17056969234832,Active,
SUB-C84C56,7A26C708,Basic,225.53052942366392,Active,
SUB-112B28,BB0F08EA,  Basic ,201.02918644020457,Churned,2021/06/17
SUB-5B4FD2,1B739144,pro ,482.7727754954033,Active,
SUB-0C00AD,F36AC3AE,Basic,226.52231974746937,Active,
SUB-01D188,D68C838B,  Basic ,196.9122918241766,Churned,2023/09/27
SUB-4DC185,92B10BC0,pro ,,Active,
SUB-8D865C,0059FED3,pro ,566.3861409886612,Active,
SUB-A2B99F,C8B01DDF,pro ,555.9482439002282,Active,
SUB-88C530,2EE2904C,Basic,189.8856511418641,Active,
SUB-711446,40A66D7E,Enterprise,1217.0507546644963,Churned,2024/04/07
SUB-4BA60A,D6F46588,Enterprise,1500.9101063674009,Churned,2023/06/09
SUB-782932,3F684E66,pro ,474.78899881862685,Active,
SUB-3E7E99,E88B0CF3,Basic,235.58901256892037,Active,
SUB-D939A8,C1E40E2D,  Basic ,187.44934627004835,Active,
SUB-D44AF3,83D56766,Enterprise,1405.325280433448,Active,
SUB-8806E9,46ABBB57,Basic,193.25489122936887,Active,
SUB-E69486,95AE961E,Pro,539.2410147349907,Active,
SUB-FE30B1,17C20E69,pro ,512.2756472761306,Active,
SUB-2998B8,2A79E26B,Pro,508.9888885250192,Churned,2023/01/06
SUB-1104C0,52B8507F,Pro,529.3248766459772,Churned,2022/08/05
SUB-D07EE7,42A4E3AC,Pro,556.0524116941518,Active,
SUB-2395D0,20BFF986,Pro,511.9270649447195,Churned,2022/12/27
SUB-04F801,6653E949,Enterprise,1217.664890951022,Churned,2024/06/29
SUB-39FC67,60EC208E,Basic,200.76032323600316,Active,
SUB-2913D5,B7E44500,Pro,490.06492399630355,Churned,2022/09/13
SUB-C895B2,B258903F,Basic,189.59116292544155,Active,
SUB-664467,08D1E278,  Basic ,184.80377126916437,Active,
SUB-FA099C,B49F5A63,Enterprise,1405.8298681937613,Active,
SUB-CC0023,477469CF,  Basic ,189.88614730840044,Active,
SUB-898901,90DFB50D,pro ,538.114161678691,Active,
SUB-FC1039,AE959372,Basic,220.09350343465698,Active,
SUB-42D547,FF6EEA65,pro ,559.1927295090651,Churned,2023/11/28
SUB-F723B0,F771AF77,Pro,550.6288191983315,Active,
SUB-4732B2,E1C61A0A,Enterprise,1480.2633298422325,Active,
SUB-22BE44,40324C53,Pro,494.7865584571257,Active,
SUB-51A1D6,E5AEC64B,Enterprise,1498.492213386504,Active,
SUB-2DEC2F,0BE1F349,Basic,188.95725359578736,Churned,2023/12/15
SUB-73F8CE,49DD810C,Basic,236.54132998004016,Active,
SUB-6078EE,DB37742B,  Basic ,208.81897069995242,Active,
SUB-F17A5D,BA6E30AB,Basic,203.30664566554015,Active,
SUB-471605,0C22236D,  Basic ,221.04472531228654,Active,
SUB-C62CDB,3FD6F431,pro ,551.506491851779,Churned,2022/06/29
SUB-23F39E,E2A455F6,pro ,584.398653279191,Churned,2022/06/19
SUB-338253,91145C04,Basic,204.33651944832368,Active,
SUB-510D7A,F3FE4D6B,Pro,573.6094429873392,Active,
SUB-CA1491,59ED5582,  Basic ,196.62463885698932,Active,
SUB-69C839,DC66A175,Pro,587.2815380396808,Active,
SUB-D909E6,6C7CFB31,Basic,234.94423877108468,Active,
SUB-2A6651,609A9210,Basic,215.8471558316285,Active,
SUB-608BF6,CD44B0EC,Pro,509.289592864912,Churned,2022/12/27
SUB-AB2B2D,D82D6AA8,pro ,583.6069407188182,Active,
SUB-9CCF37,B8BA2D4B,Enterprise,1257.2093122588938,Active,
SUB-DB83E0,C23ADB8A,Pro,529.4031794897327,Active,
SUB-D86776,4D450809,  Basic ,188.76150774620848,Active,
SUB-48C0FE,01A51DC9,Pro,465.66664677767596,Active,
SUB-F5AEFA,51DC305F,Enterprise,1520.2188466743905,Churned,2021/11/13
SUB-0D1244,E7DE3F63,  Basic ,211.94238327209192,Active,
SUB-17ECF2,F65E30EF,  Basic ,209.060957377716,Active,
SUB-6A194C,13826630,Basic,236.2734120915861,Active,
SUB-6DC323,BD88D5F5,Basic,224.91288160131074,Active,
SUB-253FCC,D6D022CC,pro ,559.4935039401197,Active,
SUB-D93F9E,7FA781DE,  Basic ,193.89051376261938,Churned,2024/09/26
SUB-A84D26,E2B53AB1,Basic,230.69075829560146,Active,
SUB-143987,B5EC79BF,Pro,520.0417563703447,Active,
SUB-7D299B,9104F495,pro ,476.22388095068743,Active,
SUB-EC9FA9,AD557D35,Pro,467.13304002959046,Active,
SUB-D7F822,BA4A0E2E,Pro,512.9175556625717,Active,
SUB-DA56E4,1C988D29,  Basic ,210.44077956225593,Active,
SUB-64A1CB,2AEC0F91,  Basic ,207.70795568572413,Active,
SUB-DEE2AF,578DEE54,Enterprise,1310.785624123608,Active,
SUB-3C9858,823B847A,Basic,189.95057195604653,Churned,2023/08/17
SUB-7D6DC3,0E8FD843,pro ,464.1840264760468,Active,
SUB-99AC32,C2F95C91,Enterprise,1212.5627006400896,Active,
SUB-9EF60C,FB2F9094,Pro,498.68239650858294,Active,
SUB-75C013,DC932A00,pro ,539.6256570259286,Active,
SUB-8BF439,2C2B96DF,Basic,232.06546984873725,Churned,2023/01/07
SUB-D837C4,CC369150,Pro,477.9812478496701,Active,
SUB-8C0290,733A8E1A,pro ,500.4318259219156,Active,
SUB-4BC044,537183D9,Pro,455.6585225897762,Active,
SUB-39809D,B74A5719,pro ,595.0763857491071,Active,
SUB-E5F125,A59C7D6A,  Basic ,183.14219720381791,Active,
SUB-565966,3B6F2558,Basic,189.0660271396449,Active,
SUB-400792,AF0C5BF2,pro ,458.2007706069964,Active,
SUB-1A2FCA,7ED1432D,  Basic ,219.9762484698627,Active,
SUB-F3F809,8555F2F9,pro ,506.6073178515288,Active,
SUB-3CAE74,10E9BBB9,Pro,449.6390017990206,Active,
SUB-B947EB,A1223B66,pro ,517.2795157434159,Active,
SUB-76237D,3C3E3200,Pro,493.46564391870595,Active,
SUB-E40248,165F31A2,pro ,484.76105119503245,Churned,2022/03/07
SUB-EB980F,F28065D6,Pro,489.5840978640721,Active,
SUB-9D21D7,1EA29996,Pro,529.1288601412838,Churned,2022/06/09
SUB-422C3A,0A189402,pro ,488.6265156544396,Churned,2025/01/02
SUB-F405FC,B63B941D,Basic,228.2887276293512,Active,
SUB-08BC31,4ECDAB49,Basic,211.1821050743897,Active,
SUB-E94047,4F63795F,Basic,222.2393509903733,Active,
SUB-B043D2,59B84088,pro ,531.5664072004109,Active,
SUB-52FF93,18285DC0,pro ,543.3811589465857,Active,
SUB-A2A219,3874CFC0,  Basic ,201.10780839961436,Active,
SUB-3954C0,797BAE83,Pro,571.1950187496402,Churned,2024/01/03
SUB-F3F6C9,F1336E02,Enterprise,1177.302134330343,Churned,2023/06/10
SUB-74F7FB,322B4D97,Pro,459.49728171590937,Churned,2021/11/15
SUB-C2D621,0AD4F370,  Basic ,185.0839577797139,Active,
SUB-8F54C1,5C9BB256,pro ,464.02957248365806,Active,
SUB-ABFFDD,21A4E0A9,Basic,186.99108904843087,Active,
SUB-FEFCA9,8BB66725,pro ,451.12048653157314,Active,
SUB-9B14C6,E5322E5C,Enterprise,1501.4050672933126,Churned,2024/03/10
SUB-101F41,B7EB7357,  Basic ,227.78325587391646,Active,
SUB-7377FA,CB238EDA,pro ,552.6985673288871,Active,
SUB-43B714,D33EA31A,Basic,211.61513339739508,Churned,2023/02/19
SUB-B4A884,06CFAF07,Basic,192.63250592127432,Active,
SUB-0D2CCA,70481F4D,  Basic ,220.09994741222388,Active,
SUB-74B841,1CA0B9DE,Basic,192.50399069989962,Active,
SUB-597207,21EDBBFC,Enterprise,1215.2213731846534,Active,
SUB-9B4F26,712F26AF,pro ,471.7201144423838,Active,
SUB-0A1960,BBA830A3,  Basic ,188.0681361319059,Active,
SUB-5F2F5C,7947677B,Enterprise,1510.244224952896,Active,
SUB-A2E677,F63D8473,Enterprise,1485.0373559679979,Active,
SUB-20353C,BF887521,Pro,565.5342707125944,Churned,2022/03/04
SUB-15C85D,24414F92,  Basic ,227.73459074511095,Churned,2024/01/26
SUB-46E83A,D2FDF57D,Basic,198.38628870239756,Churned,2022/03/10
SUB-B3A91E,888E5190,  Basic ,220.497223827832,Active,
SUB-A2BCDD,C4BB7BD9,Pro,506.4628260811668,Active,
SUB-15AA92,C00EE102,pro ,572.0642084460567,Active,
SUB-DF81C1,6EADC689,pro ,565.3559059069812,Active,
SUB-99470C,487C6BE2,Enterprise,,Active,
SUB-26E124,B712D553,Pro,586.9593438840687,Churned,2023/09/03
SUB-4C87CF,D9D61ED5,Pro,493.21618403285845,Churned,2024/12/14
SUB-A58743,1483A18F,Pro,480.64738409016223,Active,
SUB-25FAB9,44E9432F,Pro,505.60587924824875,Churned,2024/05/12
SUB-E5D360,40699336,pro ,460.143413259692,Active,
SUB-0EC8B4,FD9C32B2,Enterprise,,Active,
SUB-B84B91,BB53B918,  Basic ,188.03811832513983,Active,
SUB-57A22F,008C05BE,Enterprise,1352.3308998843304,Active,
SUB-BB670A,3A811FB1,Basic,196.22011351244612,Churned,2024/02/13
SUB-C5D19D,947F9788,pro ,473.1042135613179,Active,
SUB-514C6D,96755365,  Basic ,212.18310850017505,Active,
SUB-D86BE1,A7789733,Pro,512.5234381596603,Churned,2023/10/19
SUB-046916,8066F5AA,Pro,509.0402428550337,Churned,2024/06/29
SUB-1C5EAE,29BBA388,pro ,539.6809856973919,Churned,2023/05/06
SUB-2B95DA,8176FA86,  Basic ,228.48704468320358,Churned,2022/05/03
SUB-B40A10,7F32B64F,Basic,185.33268368054308,Active,
SUB-E28DBE,9DD4E6B4,Pro,491.3463776354881,Active,
SUB-129E0B,4CA06C66,Enterprise,1242.263762546287,Active,
SUB-A910EB,161F3A00,Basic,237.4067898574198,Active,
SUB-062A3D,D76B6212,Basic,,Churned,2024/04/03
SUB-E7F795,FC34CC3D,Enterprise,1542.7205972228478,Active,
SUB-10A443,4EBBE8F8,Enterprise,1548.6096345266158,Active,
SUB-474DF2,FA3692BA,pro ,464.22013161238965,Active,
SUB-5A5532,4B9FF7BA,  Basic ,207.57409612987624,Active,
SUB-DCC6B1,468D39F8,  Basic ,183.80154571642484,Active,
SUB-0003DA,5C901CE9,Pro,569.979162271429,Active,
SUB-29C2AE,4D0F55EB,pro ,526.390229371519,Active,
SUB-94B826,3B3AB48D,Enterprise,1343.4830368910107,Churned,2022/12/08
SUB-55214D,157C9F2A,  Basic ,181.48877029101246,Active,
SUB-A8D801,3099AA35,pro ,539.9494935469868,Active,
SUB-51E25A,240D0447,Basic,187.61456451974172,Active,
SUB-B177AE,5A9D46D0,Basic,208.88506196006094,Active,
SUB-1EA741,8743AFDC,Basic,195.82300414307224,Active,
SUB-C4C17A,C98BFD00,  Basic ,194.49926274026004,Active,
SUB-636EC2,DE61BFFF,Pro,589.7924716067145,Active,
SUB-C5E321,1E6CB33C,Enterprise,1325.3460118114967,Active,
SUB-A2102C,46760781,Enterprise,1368.8131644877228,Active,
SUB-2CF588,41FD7BC6,  Basic ,209.30476306952914,Active,
SUB-7A07D2,1653BE73,pro ,595.4215161151204,Churned,2022/03/08
SUB-5B04CA,6B20EDCB,Pro,576.8030497190588,Active,
SUB-A993BE,184EF641,Basic,192.41616202054107,Active,
SUB-E58EA4,82AB7D66,  Basic ,217.45632361357218,Active,
SUB-440CEC,BC876BF9,Basic,233.8723830072956,Active,
SUB-A5A790,F52156AF,Enterprise,1194.2245553571427,Active,
SUB-97AD85,80EA916E,  Basic ,185.9252881349548,Active,
SUB-C20F44,55FE236F,Pro,544.9403923776483,Active,
SUB-27786A,C1497C52,  Basic ,182.82529543866696,Active,
SUB-113A51,2342402E,Pro,579.0426840807089,Active,
SUB-6D5D97,0C9393CE,Pro,461.6136151285333,Churned,2024/08/04
SUB-6ABDD1,C39B447E,  Basic ,231.11596104321922,Active,
SUB-2F51F6,C0C18D41,Basic,184.61874322391233,Active,
SUB-3E90F2,587BD690,Pro,478.8312147646148,Active,
SUB-ECD7AD,78589D37,Pro,593.648798146803,Active,
SUB-811B7D,103062CF,Basic,212.58623402379018,Active,
SUB-0C3E5A,99EA5578,pro ,541.3919024128408,Active,
SUB-64CC57,BCDE941B,Enterprise,1174.6285875018857,Active,
SUB-3C07E7,802B476F,Enterprise,1213.3725996065807,Active,
SUB-B460B0,314EA45E,Basic,238.09784479214525,Active,
SUB-29FE4A,26379A46,pro ,463.68767435745855,Active,
SUB-FFC16E,4102D79A,pro ,565.0253440101841,Active,
SUB-430A01,EFFE1164,Pro,,Active,
SUB-CA22DC,95DCEE5F,Basic,197.1260849262051,Active,
SUB-3014D2,817154D5,  Basic ,217.84002713444212,Active,
SUB-4379F8,FFAD8955,pro ,512.8496246026347,Active,
SUB-11ED6C,CCA74F86,  Basic ,204.67450175117963,Churned,2025/05/22
SUB-CB6DE0,561D41AA,Enterprise,1498.4321998756252,Active,
SUB-D19E87,BEFE2BB5,pro ,589.5038595772743,Active,
SUB-022136,F9365006,Basic,184.45138501809976,Churned,2024/01/29
SUB-D507C6,D978EBE3,pro ,587.9061677250761,Churned,2023/04/23
SUB-91B257,B27687C2,Enterprise,1501.0095383638422,Active,
SUB-B3BF2C,AFD9EBDC,Basic,190.77494621965033,Active,
SUB-58789C,6E069B7D,  Basic ,233.30721604733878,Active,
SUB-84EEE8,3C16BDAD,Enterprise,1473.9218022597438,Active,
SUB-6C091A,4E5AB838,Enterprise,1495.85728291103,Active,
SUB-6A8FCC,BC1B5020,  Basic ,181.05067426060992,Churned,2024/03/17
SUB-A4B585,072F8FF0,pro ,496.6254031335038,Churned,2024/03/04
SUB-3D8C44,26572863,  Basic ,190.60182608135935,Active,
SUB-283155,A5F298E0,pro ,513.3366358845823,Active,
SUB-1A9042,432DB9CF,  Basic ,233.0790309287016,Active,
SUB-7BA7BD,239260AF,Pro,524.587279871258,Active,
SUB-777683,967476CF,Enterprise,1495.4105710548702,Churned,2023/03/24
SUB-1140F0,049A118C,  Basic ,179.78882593173518,Active,
SUB-830435,F2D18A96,pro ,,Churned,2022/12/13
SUB-761F09,AA48214B,  Basic ,216.97745011672865,Active,
SUB-C06D26,EE72AD4D,Pro,493.5492991999998,Active,
SUB-095426,2619B422,  Basic ,225.09237764738978,Active,
SUB-DE0B8C,96E201C1,Basic,217.21167821729503,Active,
SUB-847B0F,F533B4AF,pro ,467.4658431673748,Churned,2023/11/29
SUB-7D9888,D85ECD97,  Basic ,229.5240297002749,Active,
SUB-58214C,8E159B7B,Basic,203.80058415153985,Active,
SUB-B23898,35FD16E5,  Basic ,201.50268585619256,Active,
SUB-4A5CC0,81491960,Pro,493.8236209140569,Active,
SUB-70301E,136BA820,Basic,186.09726623119545,Active,
SUB-622932,85463977,Basic,188.5557796213656,Active,
SUB-C0CF68,FBA8A162,Basic,211.09646439980995,Active,
SUB-957B21,F2D3FBA0,Enterprise,1213.8330616911774,Active,
SUB-EBFC03,678FC6E8,Pro,489.15830267867346,Active,
SUB-447C74,BDD9D9C3,pro ,546.6931021970498,Active,
SUB-67A197,DC86D3C9,  Basic ,234.164181474785,Active,
SUB-1B361A,F625B22A,Enterprise,1543.941245256992,Churned,2024/03/20
SUB-37EAA5,49BBF112,  Basic ,204.97825878043903,Active,
SUB-9E32B8,421DEA28,Enterprise,1411.848402012257,Active,
SUB-58D0DE,2B1E007C,Enterprise,1519.009555924405,Active,
SUB-8038BF,5A2B1B7A,pro ,486.9836300161058,Active,
SUB-3B4039,70E2ACD9,pro ,501.83232435454806,Churned,2023/03/03
SUB-447D65,C57D5DFE,Pro,502.65435416045875,Churned,2024/08/06
SUB-33028F,9A72B231,Basic,179.67509007543154,Active,
SUB-3BA942,114AEF60,pro ,568.1473413447865,Active,
SUB-B07FD7,3DFFEECD,pro ,480.86262213685495,Active,
SUB-772AF1,F73837E5,Basic,213.36471932673484,Active,
SUB-4406DC,A683F107,Enterprise,1246.319215835772,Churned,2023/07/02
SUB-92DC9F,98F6FC6C,Basic,206.13127081555905,Active,
SUB-92C94E,5481505B,Basic,196.11670377675316,Active,
SUB-8801F8,EBD1ACA4,Enterprise,1220.1733224756138,Active,
SUB-6B1ED9,95A4C8A1,pro ,454.9563006036525,Active,
SUB-8E6089,BA92F5EB,  Basic ,222.27824407495254,Active,
SUB-3980A8,419D00E4,pro ,565.0596312074531,Active,
SUB-2F3706,6D597BA7,  Basic ,208.55219646890268,Active,
SUB-13C309,96863FAF,pro ,464.48071856040093,Active,
SUB-0B3BBD,0F483BA5,Enterprise,1504.7832038242911,Active,
SUB-438077,DEA196DC,Enterprise,,Active,
SUB-639D26,A6D5BE2A,Basic,194.60335515613977,Active,
SUB-15CC79,0D020A18,Basic,194.8445097182761,Active,
