ticket_id,company_id,issue_type,created_at,resolution_time_hrs
TCK-20526,47D1ED4B,Technical,2023-10-09 00:00:00,44.995006850465046
TCK-66234,D608BFDF,Technical,2023-12-09 00:00:00,40.577448944285834
TCK-86907,9089009E,Onboarding,2023-12-13 00:00:00,8.492847658732575
TCK-18489,33BE7609,Onboarding,2023-04-02 00:00:00,32.27649366294233
TCK-13040,954666D0,Feature Request,2023-10-02 00:00:00,17.964302753383883
TCK-22889,B16843E4,Billing,2023-06-27 00:00:00,27.161846583972714
TCK-31102,6C356956,Onboarding,2023-02-16 00:00:00,27.530689548161924
TCK-34443,39C716BB,Technical,2023-02-12 00:00:00,21.187106396204136
TCK-62618,2D88D7BF,Billing,2023-12-29 00:00:00,14.594812012963242
TCK-10549,C11838BD,Technical,2023-08-06 00:00:00,15.713507372204887
TCK-94129,2B1E007C,Feature Request,2024-01-01 00:00:00,13.00569701422509
TCK-31385,B5EC79BF,Billing,2023-04-14 00:00:00,14.018133501234663
TCK-87945,08B78F57,Feature Request,2023-02-23 00:00:00,23.193860519407735
TCK-89218,2C07038F,Billing,2023-11-15 00:00:00,15.410880130670979
TCK-11730,11A0DFEB,Technical,2023-01-17 00:00:00,32.18462478855144
TCK-41549,DA1BC59E,Billing,2023-03-01 00:00:00,41.84695386403113
TCK-87292,E332FBA9,Feature Request,2023-02-20 00:00:00,17.039361103559486
TCK-15975,5162C521,Billing,2023-08-01 00:00:00,26.872854006424525
TCK-56501,EF684F35,Billing,2023-03-21 00:00:00,29.996221323635204
TCK-86262,8322BEC0,Onboarding,2023-02-20 00:00:00,29.664027251031293
TCK-53077,8D672C00,Onboarding,2023-09-26 00:00:00,24.91146321499305
TCK-37005,22A16D7D,Feature Request,2023-02-09 00:00:00,32.91218902031667
TCK-31711,AAA68C5C,Billing,2023-09-29 00:00:00,29.786987432167887
TCK-79269,B9D81F41,Feature Request,2023-10-13 00:00:00,9.148050932072426
TCK-28035,516A4E15,Feature Request,2023-08-30 00:00:00,34.429872772671274
TCK-71334,76310686,Billing,2023-04-27 00:00:00,34.647490047200904
TCK-13603,0D020A18,Billing,2023-08-07 00:00:00,14.840566749857022
TCK-27010,416E3FB8,Technical,2023-03-21 00:00:00,24.455254025371225
TCK-60357,5E26494D,Onboarding,2023-11-21 00:00:00,32.199947913732835
TCK-35947,59A6CAAE,Feature Request,2023-10-02 00:00:00,21.48823416504766
TCK-68642,EBC6AD2A,Feature Request,2023-01-21 00:00:00,36.87573657319214
TCK-33863,0E8C79C4,Onboarding,2023-01-04 00:00:00,52.36646993543233
TCK-56123,3E70398F,Feature Request,2023-07-07 00:00:00,14.568167608380211
TCK-11930,E76C5935,Technical,2023-01-17 00:00:00,7.4274647621547025
TCK-27688,6D4CC9C6,Technical,2023-04-10 00:00:00,27.645823147258508
TCK-25930,51E03C07,Feature Request,2023-03-25 00:00:00,32.65875006151372
TCK-97672,825ADBC3,Feature Request,2023-11-05 00:00:00,21.229603513862774
TCK-62220,FC78904A,Feature Request,2023-05-13 00:00:00,
TCK-99474,D303D76D,Onboarding,2023-12-16 00:00:00,41.439127959852414
TCK-85768,254FB304,Onboarding,2023-05-06 00:00:00,7.936730403321015
TCK-52186,C5EE0975,Billing,2023-02-15 00:00:00,32.31502347637934
TCK-29030,E4BDCE1F,Feature Request,2023-06-02 00:00:00,16.72967015089328
TCK-38519,E59F0849,Technical,2023-01-05 00:00:00,44.63253487448756
TCK-30518,18153CDE,Onboarding,2023-05-13 00:00:00,47.91018423801742
TCK-80542,255E6A13,Technical,2023-11-14 00:00:00,14.800120946599826
TCK-48382,A3764B5E,Billing,2023-10-05 00:00:00,17.405314369097038
TCK-24042,CBAFE9FD,Feature Request,2023-06-04 00:00:00,34.31505464375762
TCK-51470,1483A18F,Technical,2023-01-08 00:00:00,19.354432202525825
TCK-19341,70E2ACD9,Feature Request,2023-07-08 00:00:00,23.455065384813143
TCK-82096,AA153489,Feature Request,2024-01-01 00:00:00,24.304661046508922
TCK-42121,875CFA66,Technical,2024-01-01 00:00:00,1.0
TCK-50613,733A070E,Billing,2023-04-30 00:00:00,23.833947046869152
TCK-25530,C6485515,Onboarding,2023-01-09 00:00:00,15.723266711229915
TCK-30377,256C6A51,Feature Request,2023-05-13 00:00:00,18.082526131202734
TCK-26027,8E5A1A81,Onboarding,2023-08-06 00:00:00,41.32358404162577
TCK-52067,14C666A0,Billing,2023-06-22 00:00:00,8.921917268648924
TCK-74576,947F9788,Onboarding,2023-08-18 00:00:00,33.75846224097573
TCK-87630,56F672B7,Onboarding,2023-04-30 00:00:00,20.652444836018297
TCK-22905,269BAD71,Onboarding,2023-09-17 00:00:00,20.642877978049988
TCK-93819,D8E6F636,Billing,2023-07-12 00:00:00,33.48446275262054
TCK-31073,A4289CB9,Technical,2023-08-25 00:00:00,28.080615534826684
TCK-48749,FF855573,Onboarding,2023-03-20 00:00:00,30.84735596663437
TCK-65423,7E917587,Feature Request,2023-05-24 00:00:00,35.618215926394335
TCK-18474,3D9DC6C5,Feature Request,2023-07-03 00:00:00,20.02429940180013
TCK-18014,EEEAF5B1,Feature Request,2023-04-15 00:00:00,16.653159185906997
TCK-95503,1A10D10D,Feature Request,2023-05-15 00:00:00,10.978193681306422
TCK-97107,5097E776,Billing,2023-09-04 00:00:00,14.095073640252538
TCK-50225,FCEB0342,Technical,2023-06-12 00:00:00,59.3891331037047
TCK-48863,287167D0,Billing,2023-08-15 00:00:00,38.93615496884144
TCK-70164,CE16CAB0,Technical,2023-06-16 00:00:00,7.787107605503742
TCK-32643,70CAC6F6,Onboarding,2023-10-16 00:00:00,8.130504519077158
TCK-79216,246B1FD5,Feature Request,2023-12-17 00:00:00,29.782392740621898
TCK-82745,0B745F5D,Onboarding,2023-04-06 00:00:00,30.567177568535605
TCK-66178,658DF035,Onboarding,2023-08-02 00:00:00,30.586606023808372
TCK-59446,E5F0876A,Technical,2023-12-01 00:00:00,20.940530477355626
TCK-37069,797BAE83,Onboarding,2023-12-28 00:00:00,22.494548879965198
TCK-72375,62B3EC22,Feature Request,2023-07-25 00:00:00,27.93455428991229
TCK-26433,2B8D0357,Technical,2023-11-06 00:00:00,25.030716075519965
TCK-72283,C5E0F9DC,Billing,2023-09-16 00:00:00,1.0
TCK-77765,EB223453,Feature Request,2023-05-15 00:00:00,21.242404433097676
TCK-17541,3F940745,Onboarding,2023-04-01 00:00:00,13.783122788876238
TCK-10789,15260CC4,Onboarding,2023-05-13 00:00:00,26.102537026902144
TCK-28977,49CDAC14,Feature Request,2023-11-06 00:00:00,59.82310803124092
TCK-52909,6006A886,Feature Request,2023-02-12 00:00:00,28.409779985691653
TCK-51192,3592B20D,Technical,2023-01-05 00:00:00,20.237643765931224
TCK-69012,D393F20D,Billing,2023-07-30 00:00:00,35.06161802372703
TCK-70735,E56E8432,Feature Request,2023-11-01 00:00:00,29.792254646510553
TCK-30812,283A6E14,Feature Request,2023-05-11 00:00:00,29.041133885422095
TCK-13620,572B1450,Technical,2023-12-27 00:00:00,31.282207118588055
TCK-29288,8C276F75,Technical,2023-05-13 00:00:00,48.6785227779545
TCK-69695,E04CCBEC,Technical,2023-03-08 00:00:00,10.429338776089011
TCK-94340,F22FCAA1,Technical,2023-03-31 00:00:00,29.683584921737456
TCK-70920,464E846E,Onboarding,2023-02-08 00:00:00,12.88342644022154
TCK-89527,E184CDC6,Billing,2023-08-07 00:00:00,30.666151756106977
TCK-31545,F0678BB2,Billing,2023-08-05 00:00:00,12.975761862166868
TCK-81197,F0FBCDAB,Onboarding,2023-11-12 00:00:00,18.991598236738987
TCK-62972,504289A2,Technical,2023-10-10 00:00:00,20.458921029145124
TCK-65683,39D50D9A,Billing,2023-02-23 00:00:00,35.709800632136506
TCK-13878,EC237B67,Technical,2023-04-06 00:00:00,35.02145332730896
TCK-11823,16A901CC,Billing,2023-10-09 00:00:00,9.051391482643385
TCK-98946,F824A875,Feature Request,2023-04-05 00:00:00,24.659209331998184
TCK-65352,29BBA388,Billing,2023-02-01 00:00:00,15.485041743009928
TCK-12533,1836AB30,Technical,2023-08-26 00:00:00,8.897941071895985
TCK-35430,5C901CE9,Feature Request,2023-07-24 00:00:00,21.395795394907555
TCK-99817,2D6661C3,Billing,2023-06-25 00:00:00,20.298206538530163
TCK-35989,DFEA90D3,Technical,2023-10-26 00:00:00,53.12059783614627
TCK-43266,84245860,Onboarding,2023-04-04 00:00:00,29.195517904328355
TCK-67746,5071380F,Technical,2023-02-27 00:00:00,7.468589990949152
TCK-41675,641891C8,Billing,2023-08-10 00:00:00,17.222711949948692
TCK-62127,DF86CD5C,Onboarding,2023-01-17 00:00:00,36.25659954515278
TCK-90711,9435642B,Onboarding,2023-06-29 00:00:00,49.0613132744391
TCK-89260,9F7F3EEC,Technical,2023-04-23 00:00:00,4.968200253144502
TCK-33616,FB0A15B9,Billing,2023-09-10 00:00:00,1.4409073783314597
TCK-60805,8C555093,Technical,2023-03-02 00:00:00,46.45158210446139
TCK-83821,D67C8ED7,Feature Request,2023-06-02 00:00:00,28.675370128450847
TCK-69318,0745B35F,Feature Request,2023-08-03 00:00:00,13.580487217483602
TCK-31784,5C556ABB,Onboarding,2023-08-21 00:00:00,30.415549033469226
TCK-74127,E6002FD8,Onboarding,2023-10-29 00:00:00,1.0
TCK-13066,B77D6BD9,Feature Request,2023-07-11 00:00:00,24.040506079165933
TCK-66996,D73C5419,Onboarding,2023-10-07 00:00:00,27.933854074117022
TCK-57629,D3846747,Feature Request,2023-09-11 00:00:00,35.091241674453954
TCK-15845,51A33294,Billing,2023-03-28 00:00:00,11.833248572489548
TCK-32512,282EF1A5,Billing,2023-10-17 00:00:00,25.028245936840307
TCK-49228,8176FA86,Technical,2023-07-10 00:00:00,12.894904487284952
TCK-81069,56C4349F,Billing,2023-05-13 00:00:00,27.064605068091804
TCK-55678,2F2FDFAA,Technical,2023-03-22 00:00:00,13.25584413164371
TCK-31990,42EA7E02,Technical,2023-01-04 00:00:00,19.102789930077353
TCK-59052,6DC1F470,Onboarding,2023-03-20 00:00:00,12.050215262517252
TCK-91027,1C988D29,Technical,2023-02-28 00:00:00,31.813634901883884
TCK-99515,EDC4E4DA,Billing,2023-06-18 00:00:00,34.30141339987998
TCK-76098,3C36ADEB,Onboarding,2023-10-25 00:00:00,21.184553160511033
TCK-35380,5538A1E3,Technical,2023-11-16 00:00:00,24.45885593952034
TCK-42281,37A4BD3F,Feature Request,2023-05-31 00:00:00,6.61690302439747
TCK-27335,2C07038F,Billing,2023-08-07 00:00:00,20.403880223918556
TCK-83967,C5AF4D6F,Technical,2023-06-27 00:00:00,23.397544595499063
TCK-21857,84867A76,Technical,2023-05-19 00:00:00,55.4495170923597
TCK-53691,BD88D5F5,Feature Request,2023-08-16 00:00:00,10.656395690710037
TCK-27550,562CFF49,Billing,2023-11-11 00:00:00,41.57012686502925
TCK-62623,5B090955,Technical,2023-09-12 00:00:00,35.96230528158969
TCK-87070,1FA7F823,Onboarding,2023-06-08 00:00:00,27.367636853881635
TCK-60322,0A189402,Technical,2023-01-08 00:00:00,45.1034458103416
TCK-22177,504289A2,Technical,2023-11-25 00:00:00,28.465265671282353
TCK-22817,F9651614,Technical,2023-11-15 00:00:00,28.669910348015144
TCK-40025,F58ECF16,Billing,2023-02-08 00:00:00,23.362552163789456
TCK-26791,74388AEB,Feature Request,2023-07-25 00:00:00,38.682826589023534
TCK-51746,1D325866,Technical,2023-08-31 00:00:00,37.157630805730605
TCK-62250,B416F5A4,Onboarding,2023-11-19 00:00:00,16.49187255004545
TCK-13329,C5EE0975,Feature Request,2023-12-26 00:00:00,8.16903366481479
TCK-10591,F43FCC64,Technical,2023-01-14 00:00:00,21.564232351252116
TCK-51340,06F78462,Technical,2023-05-18 00:00:00,14.399537227228244
TCK-23879,BB1B3BE2,Billing,2023-03-27 00:00:00,23.23770510461574
TCK-56481,384D2D0A,Billing,2023-06-19 00:00:00,38.84925761620967
TCK-28294,F74F79E3,Billing,2023-04-18 00:00:00,18.51238013895852
TCK-41164,0F483BA5,Billing,2023-06-03 00:00:00,23.4861194242611
TCK-87500,13CFA8A0,Feature Request,2023-09-06 00:00:00,24.69627281770074
TCK-89359,BC5ADF20,Technical,2023-08-27 00:00:00,34.181170586463416
TCK-30096,210D5063,Billing,2023-03-09 00:00:00,1.0
TCK-43341,DB88C956,Onboarding,2023-12-29 00:00:00,16.71959646281644
TCK-87424,9CC27881,Technical,2023-02-26 00:00:00,26.535404307353673
TCK-81136,65F4D956,Feature Request,2023-06-04 00:00:00,38.40094747712234
TCK-93105,A4C70C1F,Feature Request,2023-09-10 00:00:00,18.097170629925536
TCK-40733,2B966983,Technical,2023-04-17 00:00:00,1.481367527497511
TCK-56437,A81A8E6B,Billing,2023-08-09 00:00:00,31.436537351593635
TCK-54602,13826630,Feature Request,2023-03-26 00:00:00,16.375651334092446
TCK-46036,08F49425,Billing,2023-08-10 00:00:00,9.724000090915665
TCK-75989,C02797A9,Onboarding,2023-11-22 00:00:00,16.507855323441312
TCK-80973,74328FA6,Technical,2023-04-09 00:00:00,21.785695708129804
TCK-67310,78CF4094,Feature Request,2023-12-25 00:00:00,16.743064025541447
TCK-76573,361FE323,Onboarding,2023-01-10 00:00:00,1.0
TCK-86611,21EDBE96,Technical,2023-12-04 00:00:00,34.76479436264559
TCK-51796,8B34AF22,Onboarding,2023-11-23 00:00:00,39.29850049534467
TCK-32121,5C3FDF69,Technical,2023-07-20 00:00:00,31.81826389607407
TCK-23931,A2DA8BFC,Technical,2023-01-05 00:00:00,10.3477719549022
TCK-49305,A1A2D8FC,Feature Request,2023-03-28 00:00:00,21.582101592629783
TCK-87199,51BECFDE,Onboarding,2023-04-07 00:00:00,23.921744217246502
TCK-32220,FA60F520,Technical,2023-02-16 00:00:00,31.185532674742923
TCK-47679,9B4D8725,Technical,2023-02-14 00:00:00,32.02008586461697
TCK-95868,700F5A32,Feature Request,2023-11-07 00:00:00,15.189914414658052
TCK-27613,641891C8,Feature Request,2023-01-21 00:00:00,24.983946676962724
TCK-16896,96DDDD47,Onboarding,2023-06-25 00:00:00,29.487364855382893
TCK-72549,8130B5C5,Onboarding,2023-02-04 00:00:00,41.4698678657612
TCK-90546,BF13E428,Billing,2023-04-29 00:00:00,32.45407847789668
TCK-38784,6B20EDCB,Technical,2023-10-22 00:00:00,33.46868024850623
TCK-91158,E2AB70F1,Technical,2023-10-03 00:00:00,25.00591953515233
TCK-22274,51D328EE,Billing,2023-08-26 00:00:00,40.925509742442046
TCK-10758,1A3CCCF4,Billing,2023-07-15 00:00:00,28.91715355151397
TCK-28817,9213CEA4,Feature Request,2023-09-28 00:00:00,13.666945077917156
TCK-62425,F891B1D2,Onboarding,2023-06-14 00:00:00,40.840439641502286
TCK-72128,6006A886,Feature Request,2023-01-29 00:00:00,32.37483927046833
TCK-38624,3FEBD225,Onboarding,2023-05-25 00:00:00,
TCK-39919,6B059D31,Feature Request,2023-06-16 00:00:00,18.683471746458213
TCK-21813,AA34AF13,Feature Request,2023-08-05 00:00:00,18.24608439120908
TCK-98250,40EAA9A8,Billing,2023-04-25 00:00:00,27.55890654168914
TCK-25029,088BB1E7,Billing,2023-07-30 00:00:00,29.558217543211015
TCK-22209,8506C924,Feature Request,2023-05-25 00:00:00,26.36750718757448
TCK-60998,7AA7C8C3,Onboarding,2023-02-20 00:00:00,27.73570408131462
TCK-35772,E75FFED8,Feature Request,2023-03-01 00:00:00,44.39948849491657
TCK-60903,9A729552,Onboarding,2023-12-04 00:00:00,36.85851782681863
TCK-65311,F9112110,Technical,2023-01-17 00:00:00,26.28762709518029
TCK-33600,CD16AD8D,Billing,2023-05-30 00:00:00,35.295726969209795
TCK-72047,F09F7F2C,Onboarding,2023-02-05 00:00:00,11.609713157669525
TCK-82152,49BBF112,Feature Request,2023-09-19 00:00:00,
TCK-91228,2342402E,Technical,2023-09-11 00:00:00,28.775124599361707
TCK-32111,2FC2E799,Onboarding,2023-01-22 00:00:00,45.71167619679732
TCK-44944,B6F26D23,Onboarding,2023-06-07 00:00:00,21.383449255291513
TCK-38707,9134F12F,Onboarding,2023-03-28 00:00:00,13.828392856570982
TCK-75664,FE6B635B,Feature Request,2023-04-11 00:00:00,16.17493333688327
TCK-11412,658DF035,Technical,2023-10-19 00:00:00,10.92440355189134
TCK-58460,E866FF2C,Technical,2023-10-02 00:00:00,14.582857102467559
TCK-83323,D3005550,Billing,2023-08-03 00:00:00,19.553902816919653
TCK-35933,D71ABBA7,Feature Request,2023-03-30 00:00:00,7.133195769856297
TCK-95568,F824A875,Billing,2023-02-02 00:00:00,24.187420007395236
TCK-54420,6E900F63,Technical,2023-11-01 00:00:00,34.827326085439765
TCK-51019,9089009E,Feature Request,2023-11-17 00:00:00,13.106925838236956
TCK-21976,F583E969,Feature Request,2023-03-31 00:00:00,42.23140708370123
TCK-87328,6A56FD0F,Billing,2023-06-14 00:00:00,30.129505062331138
TCK-38884,10E4130D,Feature Request,2023-10-25 00:00:00,36.366967027488684
TCK-66012,88AC7663,Billing,2023-12-11 00:00:00,16.105985353774354
TCK-48482,73986C43,Technical,2023-02-18 00:00:00,34.25430272479939
TCK-46150,18153CDE,Technical,2023-05-15 00:00:00,10.896793195256244
TCK-20794,3DA583DE,Feature Request,2023-07-12 00:00:00,34.682970010038105
TCK-43607,F37CE637,Feature Request,2023-08-01 00:00:00,26.062072077522373
TCK-60816,D6B1BC5B,Technical,2023-12-14 00:00:00,30.639014639817404
TCK-96392,3874CFC0,Onboarding,2023-07-08 00:00:00,9.892864732501781
TCK-58859,C39B447E,Billing,2023-09-23 00:00:00,13.259161892680744
TCK-72308,AAD86652,Technical,2023-08-20 00:00:00,31.16673861904062
TCK-77767,05CC206C,Onboarding,2023-01-06 00:00:00,12.619823949309591
TCK-83675,A5F27BC8,Feature Request,2023-11-29 00:00:00,29.558475505189477
TCK-63988,DB88C956,Feature Request,2023-07-06 00:00:00,7.594346322477051
TCK-42503,2EC4928D,Feature Request,2023-04-27 00:00:00,34.178090552000015
TCK-76741,6DEEBF98,Technical,2023-10-31 00:00:00,9.209720222777891
TCK-94490,5B3FC431,Feature Request,2023-09-05 00:00:00,30.62759925215428
TCK-71735,6DFA8BED,Billing,2023-07-27 00:00:00,31.50757120375201
TCK-34039,66DA06D8,Feature Request,2023-04-04 00:00:00,15.6387381788451
TCK-94197,68AE1F52,Onboarding,2023-10-22 00:00:00,30.984318805016724
TCK-69260,AE4D254C,Feature Request,2023-09-20 00:00:00,27.12530716000267
TCK-98637,DAD67607,Billing,2023-06-18 00:00:00,17.53389772568714
TCK-64356,3B71F89E,Technical,2023-10-21 00:00:00,11.897343791085504
TCK-77506,F5CBCBF3,Feature Request,2023-12-23 00:00:00,1.0
TCK-93582,4F80A53A,Onboarding,2023-06-11 00:00:00,28.195800567596322
TCK-28094,8E02816A,Technical,2023-10-20 00:00:00,5.222366743655339
TCK-44388,E242CE4A,Feature Request,2023-01-31 00:00:00,25.144130393295697
TCK-62621,8176FA86,Feature Request,2023-10-07 00:00:00,20.83862140701301
TCK-34486,F9C8652A,Billing,2023-04-16 00:00:00,32.149713305258345
TCK-85743,E47034A6,Billing,2023-03-25 00:00:00,20.37545400612163
TCK-33240,9AC820CE,Billing,2023-10-25 00:00:00,20.046626563834902
TCK-30937,CC9E8DD9,Feature Request,2023-10-02 00:00:00,32.782448451459544
TCK-52317,EEA8F5D3,Technical,2023-08-03 00:00:00,28.020696349009413
TCK-21853,19AA0537,Feature Request,2023-08-26 00:00:00,27.79387148619334
TCK-65428,6F0BE295,Onboarding,2023-10-01 00:00:00,29.631211077702314
TCK-86980,A06AE2DF,Onboarding,2023-07-27 00:00:00,5.573134521514731
TCK-87510,AF2FD4C8,Technical,2023-12-23 00:00:00,33.08146415984378
TCK-41117,C39B447E,Onboarding,2023-12-12 00:00:00,31.34962552816323
TCK-12526,B1D6C32D,Billing,2023-12-21 00:00:00,11.799802457082034
TCK-64859,48D41F64,Feature Request,2023-11-09 00:00:00,21.071034315909586
TCK-33544,B371ED5C,Billing,2023-11-03 00:00:00,23.528312548468424
TCK-34884,565F2134,Billing,2023-08-13 00:00:00,22.386038587179208
TCK-31286,440FE865,Onboarding,2023-09-29 00:00:00,28.006319598822415
TCK-96335,93B88002,Technical,2023-05-23 00:00:00,41.1764013819742
TCK-98905,40EAA9A8,Billing,2023-12-22 00:00:00,36.981200732073944
TCK-64301,565F2134,Feature Request,2023-02-27 00:00:00,8.253369678823125
TCK-93101,9229C9E2,Feature Request,2023-07-17 00:00:00,31.464839883672585
TCK-39070,1F0E6FF8,Billing,2023-12-06 00:00:00,39.947199834424914
TCK-16790,89D858EC,Billing,2023-10-24 00:00:00,28.64170224827043
TCK-96267,207B7284,Technical,2023-10-25 00:00:00,37.091765102231605
TCK-53066,E27566CB,Billing,2023-02-17 00:00:00,48.147245348409186
TCK-24999,5C1186EA,Feature Request,2023-01-24 00:00:00,36.28451455328378
TCK-64036,00144E3B,Onboarding,2023-03-21 00:00:00,26.991703147700747
TCK-14074,6653E949,Billing,2023-04-15 00:00:00,36.54106168901704
TCK-30884,0A189402,Feature Request,2023-08-21 00:00:00,25.738653997162693
TCK-64344,BE0ECE38,Technical,2023-11-04 00:00:00,24.286836519419467
TCK-79019,740AB1BC,Onboarding,2023-06-03 00:00:00,19.78302917143521
TCK-12521,EB223453,Feature Request,2023-12-05 00:00:00,42.7609603059853
TCK-85950,8448E504,Onboarding,2023-12-04 00:00:00,14.178856008695984
TCK-94783,6386E62C,Feature Request,2023-11-25 00:00:00,42.388412696137394
TCK-64912,802B476F,Billing,2023-02-08 00:00:00,29.998369484884456
TCK-24723,0ABD0F5D,Feature Request,2023-12-17 00:00:00,7.2083259023767
TCK-63234,A06AE2DF,Feature Request,2023-08-30 00:00:00,28.411791515897058
TCK-79518,DB24CEDE,Technical,2023-01-17 00:00:00,1.0
TCK-25734,3B839ED1,Feature Request,2023-11-16 00:00:00,31.50609620197243
TCK-35509,97D23447,Onboarding,2023-08-04 00:00:00,34.62277779586789
TCK-87969,EA54828E,Feature Request,2023-06-16 00:00:00,16.891728532175357
TCK-43171,6386E62C,Onboarding,2023-11-25 00:00:00,25.482572351466988
TCK-20646,78AA2862,Technical,2023-01-04 00:00:00,
TCK-96212,0FC6E8EC,Technical,2023-12-05 00:00:00,47.44988920500344
TCK-63454,0763153E,Billing,2023-04-21 00:00:00,17.93103954885676
TCK-70100,119BEF02,Onboarding,2023-04-25 00:00:00,11.293108955320793
TCK-44899,2FC2E799,Feature Request,2023-10-10 00:00:00,41.779960829551186
TCK-89959,9104F495,Feature Request,2023-05-08 00:00:00,47.55104628636954
TCK-27283,5C1186EA,Onboarding,2023-01-01 00:00:00,24.04434806217417
TCK-50414,76A2354D,Billing,2023-03-10 00:00:00,36.137556424900275
TCK-65694,1A3CCCF4,Onboarding,2023-12-24 00:00:00,40.09771098637057
