company_id,company_name,industry,country,employee_count,signup_date
CC3A93EA,Corp_CC3A93EA,,us,29.0,2022-01-30
B788E601,Corp_B788E601,Education,usa,520.0,2023-09-22
39790B3B,Corp_39790B3B,Manufacturing,US,147.0,2021-04-28
012A977A,Corp_012A977A,Retail, MEXICO,61.0,2023-02-27
1A1668C3,Corp_1A1668C3,Retail,ES,314.0,2022-03-22
2EF8E723,Corp_2EF8E723,Healthcare,usa,,2023-01-10
3095823D,Corp_3095823D,Retail,CO,94.0,2023-02-20
67D5B81B,Corp_67D5B81B,Healthcare, MEXICO,191.0,2023-06-11
CB550563,Corp_CB550563,Retail,CO,241.0,2022-06-04
DA6F92FB,Corp_DA6F92FB,Manufacturing,MX,115.0,2023-02-20
CBAFE9FD,Corp_CBAFE9FD,Healthcare, MEXICO,189.0,2023-08-03
E3D6C3A1,Corp_E3D6C3A1,Manufacturing,US,297.0,2022-05-16
4E219E02,Corp_4E219E02,Technology,CA,184.0,2023-06-19
CBC57DEB,Corp_CBC57DEB,,CO,126.0,2021-09-04
18BF6B7C,Corp_18BF6B7C,Manufacturing,CA,89.0,2022-05-13
A38CB15B,Corp_A38CB15B,,CA,145.0,2022-06-30
D422DFD4,Corp_D422DFD4,,UK,6.0,2022-05-02
E959EAAA,Corp_E959EAAA,Manufacturing,UK,57.0,2023-06-13
4AC1D90F,Corp_4AC1D90F,Manufacturing,us,361.0,2023-08-10
9029377B,Corp_9029377B,Manufacturing,MX,218.0,2022-02-13
1FDB98FF,Corp_1FDB98FF,Retail,ES,202.0,2022-06-14
FA60F520,Corp_FA60F520,Education,CA,214.0,2021-03-07
BB552A9B,Corp_BB552A9B,Finance,US,72.0,2021-08-24
9C6CD1D3,Corp_9C6CD1D3,Manufacturing,MX,,2022-12-26
700F5A32,Corp_700F5A32,Retail,US,14.0,2023-07-17
3D528DC9,Corp_3D528DC9,Technology,ES,272.0,2021-09-01
099116BA,Corp_099116BA,Finance,usa,356.0,2021-05-16
12CF1688,Corp_12CF1688,Retail,usa,336.0,2022-04-30
8E195EA8,Corp_8E195EA8,,us,17.0,2021-04-10
7095BD06,Corp_7095BD06,Retail,us,88.0,2022-02-25
1FFF6F3B,Corp_1FFF6F3B,Education,US,216.0,2022-10-24
496797BD,Corp_496797BD,Technology,US,345.0,2021-12-14
439C086A,Corp_439C086A,,CA,54.0,2021-07-14
0B1DD6F7,Corp_0B1DD6F7,Manufacturing,usa,112.0,2021-07-07
7FF11D8F,Corp_7FF11D8F,Finance,usa,71.0,2023-08-04
AE4D254C,Corp_AE4D254C,Technology,usa,89.0,2023-05-27
E662E8EE,Corp_E662E8EE,Manufacturing,CA,312.0,2022-07-08
4152965D,Corp_4152965D,,US,421.0,2023-08-07
8E8A328F,Corp_8E8A328F,,MX,135.0,2022-05-13
F2542E48,Corp_F2542E48,Education,MX,350.0,2023-07-14
CFB52DCF,Corp_CFB52DCF,Technology,UK,222.0,2022-02-04
94B30110,Corp_94B30110,Finance,usa,20.0,2022-12-15
FFF81B86,Corp_FFF81B86,Retail, MEXICO,222.0,2022-05-14
B16843E4,Corp_B16843E4,Healthcare,MX,457.0,2023-09-19
FA4F5F6C,Corp_FA4F5F6C,Technology, MEXICO,142.0,2021-11-18
BF13E428,Corp_BF13E428,Technology,US,462.0,2022-05-30
FF855573,Corp_FF855573,, MEXICO,373.0,2023-09-11
C128C60B,Corp_C128C60B,Manufacturing,CA,314.0,2021-03-12
F298226C,Corp_F298226C,Manufacturing,CA,167.0,2021-08-29
1FA422AB,Corp_1FA422AB,Education,CA,90.0,2022-08-07
2DB9FA4D,Corp_2DB9FA4D,Healthcare,US,168.0,2022-03-06
BC673989,Corp_BC673989,Retail, MEXICO,247.0,2021-09-25
2CFBE3E5,Corp_2CFBE3E5,Healthcare,ES,106.0,2022-02-10
CCD76D09,Corp_CCD76D09,Healthcare,CO,221.0,2023-08-10
8C6C3455,Corp_8C6C3455,,CA,,2022-09-29
BFA87BBB,Corp_BFA87BBB,Manufacturing,CA,445.0,2021-08-07
9213CEA4,Corp_9213CEA4,Manufacturing,CO,46.0,2021-12-24
51A33294,Corp_51A33294,Technology,MX,11.0,2021-06-11
75E01264,Corp_75E01264,Education, MEXICO,49.0,2022-09-19
5086675C,Corp_5086675C,, MEXICO,,2023-04-17
6DFA8BED,Corp_6DFA8BED,Manufacturing,CO,333.0,2021-04-17
3AFA56EC,Corp_3AFA56EC,Healthcare,CO,215.0,2021-04-20
64E3709C,Corp_64E3709C,Retail, MEXICO,44.0,2021-10-16
D15B9E32,Corp_D15B9E32,Manufacturing,MX,252.0,2021-07-28
903025FE,Corp_903025FE,Retail,CO,169.0,2021-09-15
8F34CE66,Corp_8F34CE66,,US,343.0,2022-03-10
44185635,Corp_44185635,,CO,,2021-12-08
4F80A53A,Corp_4F80A53A,,UK,9.0,2021-09-26
047F5C70,Corp_047F5C70,Healthcare,usa,84.0,2022-03-14
A9B32944,Corp_A9B32944,Manufacturing,US,71.0,2023-08-26
868DC743,Corp_868DC743,Retail,UK,142.0,2023-05-05
58259F7B,Corp_58259F7B,Finance, MEXICO,209.0,2021-05-11
BFBBBA3B,Corp_BFBBBA3B,Technology,CO,202.0,2023-08-14
E4452021,Corp_E4452021,,US,151.0,2021-08-04
45979C77,Corp_45979C77,Retail,MX,103.0,2021-12-29
28009D35,Corp_28009D35,, MEXICO,133.0,2022-02-21
DACAC2A4,Corp_DACAC2A4,Manufacturing,UK,65.0,2021-08-31
E3B1C27A,Corp_E3B1C27A,,UK,81.0,2023-04-11
C5AF4D6F,Corp_C5AF4D6F,Healthcare,us,,2023-01-25
4E9E4093,Corp_4E9E4093,Finance,us,10.0,2023-06-04
F9AFCBA0,Corp_F9AFCBA0,Retail,MX,117.0,2023-03-18
3D5F14BD,Corp_3D5F14BD,Retail,CA,230.0,2021-02-09
4703BFEF,Corp_4703BFEF,,usa,527.0,2023-04-17
01F1C2A6,Corp_01F1C2A6,Education,ES,184.0,2023-03-26
95C88300,Corp_95C88300,,MX,201.0,2022-11-07
83B20836,Corp_83B20836,Healthcare,us,135.0,2023-06-05
9845961E,Corp_9845961E,Technology,CO,233.0,2022-06-06
27173B28,Corp_27173B28,Education, MEXICO,144.0,2021-01-29
91D2FA91,Corp_91D2FA91,Technology,CO,162.0,2023-09-13
7BDAE314,Corp_7BDAE314,Finance,US,642.0,2022-03-21
8A31D9F1,Corp_8A31D9F1,Finance,ES,111.0,2022-06-08
6DA7E37E,Corp_6DA7E37E,Technology,us,210.0,2021-07-14
EB223453,Corp_EB223453,Finance,US,143.0,2021-01-02
636CF03C,Corp_636CF03C,Manufacturing, MEXICO,83.0,2023-08-21
AAC22EB0,Corp_AAC22EB0,Retail,MX,378.0,2021-03-13
CBB0BD65,Corp_CBB0BD65,Retail,ES,300.0,2022-11-11
361805BA,Corp_361805BA,,CA,308.0,2021-11-04
53C02CF0,Corp_53C02CF0,Manufacturing,CO,31.0,2021-12-01
0450F599,Corp_0450F599,Education,CO,430.0,2021-07-16
E39C6137,Corp_E39C6137,Education,us,130.0,2023-07-14
F2793877,Corp_F2793877,Healthcare,CO,267.0,2023-05-04
605F7274,Corp_605F7274,Technology,CO,588.0,2022-03-17
10E4130D,Corp_10E4130D,,ES,48.0,2022-03-29
129D185A,Corp_129D185A,Retail,MX,36.0,2023-03-24
B85DADEB,Corp_B85DADEB,,UK,169.0,2021-10-18
E0C13F10,Corp_E0C13F10,Manufacturing,ES,49.0,2023-09-02
D3F30D7A,Corp_D3F30D7A,,MX,160.0,2021-08-19
398075B4,Corp_398075B4,,MX,163.0,2021-02-17
D178590B,Corp_D178590B,Healthcare,usa,62.0,2023-02-26
7C2663D8,Corp_7C2663D8,Technology,usa,244.0,2022-10-07
B6E9912A,Corp_B6E9912A,Manufacturing,MX,33.0,2022-01-29
2FA198BF,Corp_2FA198BF,Education,us,459.0,2022-11-03
F204F41F,Corp_F204F41F,Retail,US,6.0,2023-06-01
C91FD76B,Corp_C91FD76B,,CA,85.0,2021-08-13
1DC8EFF4,Corp_1DC8EFF4,Healthcare, MEXICO,312.0,2022-07-25
ADCB0ACA,Corp_ADCB0ACA,Healthcare,CA,96.0,2023-04-01
B8CD465A,Corp_B8CD465A,Education, MEXICO,195.0,2022-09-02
EB7A0908,Corp_EB7A0908,Finance,usa,411.0,2023-01-07
2EC4928D,Corp_2EC4928D,Manufacturing,us,171.0,2022-07-16
3D9DC6C5,Corp_3D9DC6C5,Education,UK,186.0,2022-05-02
365BD7E1,Corp_365BD7E1,Education,CO,201.0,2023-05-11
F891B1D2,Corp_F891B1D2,Retail,CO,306.0,2022-06-18
1992660B,Corp_1992660B,Education,MX,97.0,2021-03-21
2ABFB569,Corp_2ABFB569,Retail,CO,114.0,2021-12-10
9793BB0C,Corp_9793BB0C,Finance, MEXICO,254.0,2021-06-04
5E43F266,Corp_5E43F266,Healthcare,us,209.0,2022-12-25
81F0B63E,Corp_81F0B63E,Healthcare,CA,200.0,2021-12-05
DDEE88D6,Corp_DDEE88D6,Manufacturing,usa,219.0,2021-07-31
2596E15C,Corp_2596E15C,,us,13.0,2023-02-28
3F4E0C96,Corp_3F4E0C96,Manufacturing,US,196.0,2023-02-23
2D6661C3,Corp_2D6661C3,Manufacturing,us,208.0,2023-08-24
B1EC7ACC,Corp_B1EC7ACC,Finance,CO,7.0,2023-05-24
BAA18C70,Corp_BAA18C70,,us,523.0,2023-01-23
90157DDC,Corp_90157DDC,Manufacturing,MX,244.0,2021-10-07
2EF286DD,Corp_2EF286DD,Education,usa,,2021-12-11
6DC1F470,Corp_6DC1F470,Retail,us,88.0,2023-05-11
18102BAC,Corp_18102BAC,Education,UK,281.0,2022-07-01
9EFA939C,Corp_9EFA939C,Technology,us,44.0,2022-11-10
A6B0FF83,Corp_A6B0FF83,Technology,CA,307.0,2021-05-19
7DEDCD16,Corp_7DEDCD16,,usa,381.0,2021-09-24
C747C0BE,Corp_C747C0BE,Education,ES,14.0,2021-12-01
725CA1B3,Corp_725CA1B3,Finance,us,342.0,2023-09-02
7A26C708,Corp_7A26C708,,us,232.0,2021-03-25
BB0F08EA,Corp_BB0F08EA,Education,US,314.0,2021-02-23
1B739144,Corp_1B739144,Finance,MX,529.0,2023-03-11
F36AC3AE,Corp_F36AC3AE,Retail,US,100.0,2023-08-31
D68C838B,Corp_D68C838B,Healthcare,MX,0.0,2022-09-29
92B10BC0,Corp_92B10BC0,Healthcare,MX,27.0,2022-11-17
0059FED3,Corp_0059FED3,Technology,MX,13.0,2021-09-20
C8B01DDF,Corp_C8B01DDF,,ES,134.0,2022-09-14
2EE2904C,Corp_2EE2904C,Retail,CA,218.0,2021-06-17
40A66D7E,Corp_40A66D7E,Finance,CA,205.0,2023-08-10
D6F46588,Corp_D6F46588,Finance,us,315.0,2023-01-03
3F684E66,Corp_3F684E66,Healthcare,CA,152.0,2023-05-01
E88B0CF3,Corp_E88B0CF3,Retail,MX,440.0,2023-03-03
C1E40E2D,Corp_C1E40E2D,Finance,CA,97.0,2022-08-03
83D56766,Corp_83D56766,,US,694.0,2022-03-15
46ABBB57,Corp_46ABBB57,Retail,ES,275.0,2022-10-26
95AE961E,Corp_95AE961E,Finance,US,21.0,2023-04-23
17C20E69,Corp_17C20E69,Education,CA,64.0,2022-01-06
2A79E26B,Corp_2A79E26B,Retail,usa,246.0,2022-03-22
52B8507F,Corp_52B8507F,Healthcare, MEXICO,105.0,2021-10-04
42A4E3AC,Corp_42A4E3AC,Manufacturing, MEXICO,292.0,2022-04-22
20BFF986,Corp_20BFF986,Education,CO,244.0,2021-09-09
D67C8ED7,Corp_D67C8ED7,,CA,135.0,2022-04-07
6653E949,Corp_6653E949,Healthcare,usa,19.0,2022-11-16
60EC208E,Corp_60EC208E,Education,ES,,2023-05-22
B7E44500,Corp_B7E44500,Finance,UK,152.0,2021-12-30
B258903F,Corp_B258903F,,CO,60.0,2023-06-21
08D1E278,Corp_08D1E278,Manufacturing,CO,321.0,2022-06-14
B49F5A63,Corp_B49F5A63,Healthcare,CA,192.0,2022-02-21
477469CF,Corp_477469CF,Education, MEXICO,99.0,2022-12-09
90DFB50D,Corp_90DFB50D,Education,usa,184.0,2021-01-18
AE959372,Corp_AE959372,Technology,CO,227.0,2022-12-10
FF6EEA65,Corp_FF6EEA65,Healthcare,CO,26.0,2022-01-13
F771AF77,Corp_F771AF77,Education, MEXICO,180.0,2022-03-12
E1C61A0A,Corp_E1C61A0A,Retail, MEXICO,161.0,2022-12-21
40324C53,Corp_40324C53,Education,CO,78.0,2021-08-25
E5AEC64B,Corp_E5AEC64B,Technology,MX,221.0,2023-01-31
0BE1F349,Corp_0BE1F349,Manufacturing,UK,262.0,2023-01-27
49DD810C,Corp_49DD810C,Education,CO,366.0,2023-09-28
DB37742B,Corp_DB37742B,, MEXICO,360.0,2021-04-13
BA6E30AB,Corp_BA6E30AB,,MX,125.0,2022-01-05
0C22236D,Corp_0C22236D,Healthcare,CO,,2022-07-01
3FD6F431,Corp_3FD6F431,Healthcare,CO,,2021-02-25
E2A455F6,Corp_E2A455F6,Manufacturing,CO,37.0,2021-05-10
91145C04,Corp_91145C04,Retail,usa,253.0,2021-01-13
F3FE4D6B,Corp_F3FE4D6B,Manufacturing,CO,252.0,2022-03-28
59ED5582,Corp_59ED5582,Finance,UK,253.0,2021-09-16
DC66A175,Corp_DC66A175,,usa,920.0,2021-03-08
6C7CFB31,Corp_6C7CFB31,Education,usa,264.0,2022-10-07
609A9210,Corp_609A9210,Retail,US,377.0,2023-04-11
CD44B0EC,Corp_CD44B0EC,Manufacturing,CO,340.0,2021-09-12
D82D6AA8,Corp_D82D6AA8,Technology, MEXICO,280.0,2022-09-13
B8BA2D4B,Corp_B8BA2D4B,Manufacturing,MX,86.0,2022-01-25
C23ADB8A,Corp_C23ADB8A,Education,usa,301.0,2022-08-26
4D450809,Corp_4D450809,Education,CO,4.0,2021-03-03
01A51DC9,Corp_01A51DC9,Manufacturing,CA,102.0,2021-08-01
51DC305F,Corp_51DC305F,Retail,MX,52.0,2021-03-25
76310686,Corp_76310686,Healthcare,MX,166.0,2021-03-18
99BE2B43,Corp_99BE2B43,Healthcare,US,612.0,2022-12-07
E7DE3F63,Corp_E7DE3F63,Manufacturing,usa,223.0,2021-08-26
F65E30EF,Corp_F65E30EF,Finance,CO,287.0,2022-04-10
13826630,Corp_13826630,Technology,MX,172.0,2023-03-18
BD88D5F5,Corp_BD88D5F5,,MX,55.0,2022-07-12
D6D022CC,Corp_D6D022CC,Healthcare,UK,367.0,2023-04-27
7FA781DE,Corp_7FA781DE,Healthcare,CA,162.0,2023-03-23
E2B53AB1,Corp_E2B53AB1,Finance,CO,65.0,2022-04-25
B5EC79BF,Corp_B5EC79BF,Retail,CO,6.0,2023-08-24
9104F495,Corp_9104F495,Finance, MEXICO,285.0,2022-03-25
AD557D35,Corp_AD557D35,Technology,US,3.0,2023-01-23
BA4A0E2E,Corp_BA4A0E2E,Finance,CO,,2021-08-23
1C988D29,Corp_1C988D29,Retail,US,193.0,2022-11-20
2AEC0F91,Corp_2AEC0F91,,CO,159.0,2023-02-21
578DEE54,Corp_578DEE54,,UK,19.0,2022-10-30
823B847A,Corp_823B847A,Education,CO,578.0,2022-08-23
0E8FD843,Corp_0E8FD843,Education,usa,276.0,2022-04-27
C2F95C91,Corp_C2F95C91,Finance,us,255.0,2022-11-18
FB2F9094,Corp_FB2F9094,Technology,UK,187.0,2022-12-12
DC932A00,Corp_DC932A00,Education,CO,17.0,2022-02-15
2C2B96DF,Corp_2C2B96DF,, MEXICO,,2021-04-01
CC369150,Corp_CC369150,Finance,CO,320.0,2023-09-21
733A8E1A,Corp_733A8E1A,,us,8.0,2023-04-25
537183D9,Corp_537183D9,Technology, MEXICO,127.0,2021-02-25
B74A5719,Corp_B74A5719,Healthcare, MEXICO,250.0,2023-02-14
A59C7D6A,Corp_A59C7D6A,Education,usa,323.0,2021-07-28
3B6F2558,Corp_3B6F2558,Finance, MEXICO,90.0,2021-10-22
AF0C5BF2,Corp_AF0C5BF2,Education,usa,83.0,2023-09-24
7ED1432D,Corp_7ED1432D,Retail,MX,55.0,2021-11-15
8555F2F9,Corp_8555F2F9,Manufacturing,US,19.0,2021-04-06
10E9BBB9,Corp_10E9BBB9,Healthcare,CA,503.0,2021-05-01
A1223B66,Corp_A1223B66,Retail,UK,230.0,2023-01-04
3C3E3200,Corp_3C3E3200,Finance, MEXICO,102.0,2022-03-02
165F31A2,Corp_165F31A2,,usa,333.0,2021-09-07
F28065D6,Corp_F28065D6,Education, MEXICO,574.0,2021-07-15
1EA29996,Corp_1EA29996,Manufacturing, MEXICO,356.0,2021-05-20
4F4C4865,Corp_4F4C4865,,CA,153.0,2023-03-20
0A189402,Corp_0A189402,,us,53.0,2023-03-18
41B028CF,Corp_41B028CF,Manufacturing,CO,403.0,2021-10-17
B63B941D,Corp_B63B941D,Retail,CO,8.0,2022-08-17
4ECDAB49,Corp_4ECDAB49,Retail,usa,238.0,2022-04-03
4F63795F,Corp_4F63795F,Manufacturing,usa,304.0,2022-07-20
59B84088,Corp_59B84088,, MEXICO,35.0,2023-08-14
18285DC0,Corp_18285DC0,Finance,MX,138.0,2021-09-02
3874CFC0,Corp_3874CFC0,Manufacturing,us,498.0,2023-03-06
797BAE83,Corp_797BAE83,Education,US,54.0,2022-04-30
F1336E02,Corp_F1336E02,Retail,us,99.0,2022-11-11
322B4D97,Corp_322B4D97,,UK,99.0,2021-02-07
0AD4F370,Corp_0AD4F370,Healthcare, MEXICO,476.0,2021-12-06
5C9BB256,Corp_5C9BB256,,CA,136.0,2022-03-27
21A4E0A9,Corp_21A4E0A9,Technology, MEXICO,61.0,2021-01-16
8BB66725,Corp_8BB66725,Retail,UK,176.0,2022-11-02
E5322E5C,Corp_E5322E5C,Healthcare,CA,438.0,2023-09-20
B7EB7357,Corp_B7EB7357,Finance,ES,137.0,2022-02-12
CB238EDA,Corp_CB238EDA,Retail,CA,382.0,2023-05-23
D33EA31A,Corp_D33EA31A,Retail, MEXICO,152.0,2021-11-21
06CFAF07,Corp_06CFAF07,Retail,usa,46.0,2021-02-06
70481F4D,Corp_70481F4D,Manufacturing,CA,242.0,2022-12-02
1CA0B9DE,Corp_1CA0B9DE,Finance,MX,189.0,2022-03-21
21EDBBFC,Corp_21EDBBFC,Technology,CA,29.0,2022-12-12
712F26AF,Corp_712F26AF,Finance,US,,2023-03-27
BBA830A3,Corp_BBA830A3,Technology,CO,163.0,2022-03-18
7947677B,Corp_7947677B,Healthcare,MX,72.0,2022-08-03
F63D8473,Corp_F63D8473,Retail,UK,172.0,2021-03-22
BF887521,Corp_BF887521,Manufacturing,us,282.0,2021-09-04
24414F92,Corp_24414F92,Education,UK,467.0,2022-10-16
D2FDF57D,Corp_D2FDF57D,Finance,usa,97.0,2021-01-10
888E5190,Corp_888E5190,,usa,576.0,2022-11-25
C4BB7BD9,Corp_C4BB7BD9,Manufacturing,UK,240.0,2023-08-26
C00EE102,Corp_C00EE102,Finance,CO,119.0,2022-03-11
6EADC689,Corp_6EADC689,Retail,CO,267.0,2021-11-06
487C6BE2,Corp_487C6BE2,Healthcare,us,206.0,2021-04-20
B712D553,Corp_B712D553,Healthcare,us,25.0,2022-08-12
D9D61ED5,Corp_D9D61ED5,Finance,CO,,2023-04-30
1483A18F,Corp_1483A18F,Retail,us,108.0,2022-08-03
44E9432F,Corp_44E9432F,,US,51.0,2023-02-03
40699336,Corp_40699336,Education,CO,32.0,2021-08-24
FD9C32B2,Corp_FD9C32B2,Manufacturing,ES,319.0,2021-07-14
BB53B918,Corp_BB53B918,Manufacturing,CO,221.0,2023-01-09
008C05BE,Corp_008C05BE,,UK,11.0,2023-07-15
3A811FB1,Corp_3A811FB1,Retail,US,329.0,2022-03-28
947F9788,Corp_947F9788,Technology,ES,211.0,2021-04-03
96755365,Corp_96755365,Finance,ES,312.0,2021-06-29
A7789733,Corp_A7789733,Healthcare,UK,275.0,2023-06-17
76106D3F,Corp_76106D3F,Finance, MEXICO,15.0,2021-10-07
8066F5AA,Corp_8066F5AA,,UK,37.0,2023-04-25
29BBA388,Corp_29BBA388,Education,CO,299.0,2021-12-13
8176FA86,Corp_8176FA86,,CA,272.0,2021-03-19
7F32B64F,Corp_7F32B64F,Healthcare,MX,145.0,2023-01-12
9DD4E6B4,Corp_9DD4E6B4,Retail,us,173.0,2023-04-04
4CA06C66,Corp_4CA06C66,Manufacturing,ES,405.0,2022-02-09
161F3A00,Corp_161F3A00,Technology,CO,31.0,2022-04-11
D76B6212,Corp_D76B6212,Finance,CO,259.0,2023-04-23
FC34CC3D,Corp_FC34CC3D,Retail,ES,109.0,2021-08-28
4EBBE8F8,Corp_4EBBE8F8,Education,US,106.0,2023-08-24
FA3692BA,Corp_FA3692BA,Manufacturing,ES,369.0,2021-08-15
4B9FF7BA,Corp_4B9FF7BA,Retail,CA,315.0,2022-04-21
468D39F8,Corp_468D39F8,Retail,CO,312.0,2021-04-30
5C901CE9,Corp_5C901CE9,Healthcare,US,411.0,2021-11-08
4D0F55EB,Corp_4D0F55EB,Education,CA,154.0,2023-06-28
3B3AB48D,Corp_3B3AB48D,Manufacturing,UK,286.0,2022-01-15
157C9F2A,Corp_157C9F2A,Retail, MEXICO,87.0,2023-01-31
3099AA35,Corp_3099AA35,Retail,UK,214.0,2022-11-02
36D9F6DC,Corp_36D9F6DC,Technology,usa,123.0,2023-08-20
240D0447,Corp_240D0447,Finance,US,169.0,2021-08-11
0E4BD8B0,Corp_0E4BD8B0,Education,usa,269.0,2023-05-26
5A9D46D0,Corp_5A9D46D0,Finance,CA,13.0,2022-01-12
8743AFDC,Corp_8743AFDC,Manufacturing,ES,568.0,2021-10-10
C98BFD00,Corp_C98BFD00,Healthcare,CA,51.0,2023-04-24
DE61BFFF,Corp_DE61BFFF,Education,CA,92.0,2022-10-20
1E6CB33C,Corp_1E6CB33C,Retail,US,381.0,2021-12-08
46760781,Corp_46760781,Healthcare,UK,308.0,2021-07-30
41FD7BC6,Corp_41FD7BC6,Technology, MEXICO,274.0,2021-08-10
1653BE73,Corp_1653BE73,,MX,275.0,2021-06-01
6B20EDCB,Corp_6B20EDCB,,US,147.0,2021-05-29
184EF641,Corp_184EF641,Healthcare, MEXICO,29.0,2021-06-28
82AB7D66,Corp_82AB7D66,Technology,US,165.0,2022-01-02
BC876BF9,Corp_BC876BF9,,MX,14.0,2021-01-17
F52156AF,Corp_F52156AF,Healthcare,CO,345.0,2023-01-30
80EA916E,Corp_80EA916E,Education, MEXICO,120.0,2021-03-07
55FE236F,Corp_55FE236F,Education,usa,15.0,2022-06-10
C1497C52,Corp_C1497C52,Manufacturing,CA,85.0,2021-08-15
E4B8C010,Corp_E4B8C010,Manufacturing,US,232.0,2023-07-20
2342402E,Corp_2342402E,, MEXICO,37.0,2022-10-21
0C9393CE,Corp_0C9393CE,Technology,US,14.0,2023-05-18
C39B447E,Corp_C39B447E,Education,us,198.0,2022-05-18
C0C18D41,Corp_C0C18D41,Retail,usa,198.0,2021-03-24
587BD690,Corp_587BD690,Finance,UK,48.0,2021-10-09
78589D37,Corp_78589D37,Manufacturing, MEXICO,55.0,2022-01-26
103062CF,Corp_103062CF,Manufacturing, MEXICO,196.0,2022-06-02
99EA5578,Corp_99EA5578,Manufacturing,us,139.0,2022-12-20
BCDE941B,Corp_BCDE941B,Technology, MEXICO,131.0,2021-08-09
802B476F,Corp_802B476F,Education,usa,6.0,2022-02-28
314EA45E,Corp_314EA45E,Finance,usa,107.0,2023-01-18
26379A46,Corp_26379A46,Technology,ES,212.0,2022-11-13
4102D79A,Corp_4102D79A,Finance,ES,445.0,2022-12-05
EFFE1164,Corp_EFFE1164,Education,CA,321.0,2021-03-29
95DCEE5F,Corp_95DCEE5F,Technology,us,118.0,2023-01-27
817154D5,Corp_817154D5,Finance,UK,146.0,2022-08-24
FFAD8955,Corp_FFAD8955,Manufacturing, MEXICO,50.0,2021-05-06
CCA74F86,Corp_CCA74F86,Education,ES,146.0,2023-08-22
561D41AA,Corp_561D41AA,,us,92.0,2023-01-09
BEFE2BB5,Corp_BEFE2BB5,Technology,CO,214.0,2021-12-27
F9365006,Corp_F9365006,Technology, MEXICO,15.0,2022-11-04
D978EBE3,Corp_D978EBE3,Education,MX,253.0,2021-12-25
B27687C2,Corp_B27687C2,, MEXICO,456.0,2023-02-20
AFD9EBDC,Corp_AFD9EBDC,Finance,MX,128.0,2023-05-16
C8402F78,Corp_C8402F78,Manufacturing, MEXICO,,2023-08-10
6E069B7D,Corp_6E069B7D,Retail,CO,,2021-10-07
3C16BDAD,Corp_3C16BDAD,Retail,CO,230.0,2021-12-26
4E5AB838,Corp_4E5AB838,Technology,UK,288.0,2022-08-03
BC1B5020,Corp_BC1B5020,Retail,us,69.0,2023-01-29
072F8FF0,Corp_072F8FF0,Retail,US,194.0,2022-06-28
26572863,Corp_26572863,Healthcare,us,152.0,2021-12-16
A5F298E0,Corp_A5F298E0,Healthcare,ES,169.0,2021-11-29
432DB9CF,Corp_432DB9CF,,CA,4.0,2021-06-09
239260AF,Corp_239260AF,Healthcare,US,154.0,2021-10-06
967476CF,Corp_967476CF,Education,us,249.0,2022-03-29
049A118C,Corp_049A118C,Education,CO,440.0,2022-06-09
F2D18A96,Corp_F2D18A96,Technology,ES,341.0,2021-10-18
AA48214B,Corp_AA48214B,Retail,usa,580.0,2021-11-12
EE72AD4D,Corp_EE72AD4D,Technology,MX,3.0,2022-09-06
